nb_points,naive_time,naive_precision,welzl_time,welzl_precision
254,1.8391500890000003,1.0,0.002635655999995379,0.9960629921259843
255,1.5497637929999968,1.0,0.004147068999998282,0.9921568627450981
254,1.139815163999998,1.0,0.002983076999996115,1.0
256,3.226767816000006,1.0,0.002813524999993433,1.0
254,0.7347862990000067,1.0,0.0013920030000065253,0.9921259842519685
256,0.9863232720000212,1.0,0.002330994999994118,0.99609375
256,3.0411164679999843,1.0,0.006474901000018463,1.0
254,3.4218219139999917,1.0,0.001570502000021179,0.9921259842519685
255,2.942126795000007,1.0,0.001347116000005144,1.0
253,9.493436586000001,1.0,0.0039500889999999345,0.9960474308300395
254,0.11067374000000996,1.0,0.0038239369999928385,0.9921259842519685
253,1.8128600279999887,1.0,0.0017201139999940551,0.9960474308300395
254,2.4485075129999814,1.0,0.0022921510000060152,0.9921259842519685
255,0.5960750750000159,1.0,0.0021316180000212626,1.0
256,0.5738511389999985,1.0,0.002405011000007562,1.0
256,2.4612304009999946,1.0,0.0027392329999997855,1.0
254,0.5716192250000063,1.0,0.001315165999983492,0.9960629921259843
255,4.986801411999977,1.0,0.0019293309999852681,1.0
254,1.7974097000000029,1.0,0.0012721229999783645,0.9960629921259843
251,1.9606346440000095,1.0,0.004071680000009792,1.0
255,0.45339981099999704,1.0,0.004390313000016022,0.996078431372549
254,1.9748928669999941,1.0,0.0010647200000164503,1.0
253,6.047127077999988,1.0,0.0020103669999969043,0.9960474308300395
255,0.5736067939999998,1.0,0.00179394500000285,0.996078431372549
252,1.4138310460000127,1.0,0.003049435000008316,1.0
255,0.6253032980000057,1.0,0.0012207300000000032,0.996078431372549
255,3.7770961260000036,1.0,0.0020146450000027016,0.9921568627450981
255,4.7464976509999985,1.0,0.003463293000010026,0.996078431372549
256,0.25024562299998365,1.0,0.0007958350000194514,1.0
253,0.11193567899999834,1.0,0.004003076999993027,0.9920948616600791
255,0.5404336089999902,1.0,0.004420339000006379,0.996078431372549
254,0.7123808580000173,1.0,0.002440605999993295,0.9921259842519685
254,0.4809173969999847,1.0,0.002663347000009253,0.9921259842519685
254,2.460416592999991,1.0,0.0026327060000141955,1.0
256,0.09675710700000195,1.0,0.0032402989999980036,0.99609375
255,4.038736185000005,1.0,0.0008291450000115219,0.9921568627450981
251,0.5578577839999923,1.0,0.0053794110000069395,0.9920318725099602
256,0.6521210319999966,1.0,0.002649954999981219,1.0
256,1.3708954290000008,1.0,0.0010833260000140399,0.99609375
256,0.10987194700001623,1.0,0.001771519000016042,0.99609375
255,0.08300983899999892,1.0,0.0020575610000150846,0.996078431372549
253,8.13205383799999,1.0,0.0020483399999875473,0.9920948616600791
253,2.0854435459999934,1.0,0.0015150369999901159,0.9920948616600791
254,1.7725350430000049,1.0,0.00269458200000372,0.9960629921259843
254,3.262485760000004,1.0,0.0015247569999985444,1.0
254,4.9098883839999985,1.0,0.003590384999995422,1.0
252,12.181851383999998,1.0,0.0016529769999920063,0.996031746031746
254,1.601878112999998,1.0,0.0021051479999982803,1.0
253,0.16776926099998946,1.0,0.002778000999995811,0.9960474308300395
254,0.576012961999993,1.0,0.0007763129999887042,1.0
254,2.855036551000012,1.0,0.003538432999988572,0.9960629921259843
253,1.9996164490000012,1.0,0.0016109960000108003,1.0
256,0.9372609870000019,1.0,0.0007164430000159427,1.0
254,0.6180198339999947,1.0,0.002578599999992548,1.0
253,0.5399891429999855,1.0,0.0028256310000074336,1.0
255,1.9013210629999833,1.0,0.0017535460000033254,1.0
254,1.1241333620000091,1.0,0.0027911100000039823,0.9960629921259843
252,1.6003878749999956,1.0,0.0015093160000105854,1.0
255,0.38978120499999136,1.0,0.002690788999984761,0.996078431372549
254,0.9665552609999963,1.0,0.0013920339999913267,1.0
255,0.2589567079999995,1.0,0.0010106439999901795,1.0
254,1.1154495810000071,1.0,0.005794860999998264,0.9960629921259843
252,0.5883685069999842,1.0,0.003715373000005684,0.996031746031746
255,1.710697893999992,1.0,0.002949018999998998,0.996078431372549
253,1.464229759999995,1.0,0.004437365000001137,0.9960474308300395
254,0.08033895500000199,1.0,0.002953050000002122,0.9921259842519685
252,0.539451506000006,1.0,0.0014506450000055793,0.996031746031746
254,0.8922458129999882,1.0,0.0020360569999979816,1.0
252,3.571706371999994,1.0,0.001064673999991328,1.0
254,1.1905616640000005,1.0,0.002091136999979426,0.9960629921259843
252,10.90896223599998,1.0,0.003637319999995725,1.0
255,5.305355532000021,1.0,0.0006425300000501011,0.996078431372549
255,5.1798541719999776,1.0,0.004740298999990955,0.996078431372549
252,0.5162086779999981,1.0,0.0010238050000452859,1.0
254,1.3926685249999764,1.0,0.0013114380000160963,1.0
254,3.010550851000005,1.0,0.0011784260000240465,0.9921259842519685
254,2.45824952199996,1.0,0.0021877489999724276,0.9960629921259843
255,1.9043730649999588,1.0,0.0007144989999687823,0.996078431372549
251,4.841637585000001,1.0,0.003505082999993192,1.0
254,0.13575278000001845,1.0,0.0033215519999885146,0.9921259842519685
254,3.1543843730000276,1.0,0.0028524150000066584,1.0
256,1.3836360839999884,1.0,0.002806673000009141,0.99609375
256,0.7063375529999689,1.0,0.004695615000002817,0.99609375
253,5.818263853000019,1.0,0.001693428999999469,0.9960474308300395
250,0.6891371290000166,1.0,0.0069661169999903905,0.996
255,1.9342688330000328,1.0,0.002709530000004179,0.9921568627450981
256,3.261679020000031,1.0,0.0026660089999950287,0.99609375
255,1.4855999959999622,1.0,0.003265994999992472,0.996078431372549
256,2.0809961139999587,1.0,0.0010693910000441065,1.0
252,3.389297467999995,1.0,0.0019985700000120232,0.996031746031746
256,1.198527678000005,1.0,0.002636007000035079,1.0
255,0.7993831119999868,1.0,0.0008863780000183397,0.996078431372549
255,3.4067534600000045,1.0,0.0008716379999782475,0.9921568627450981
256,0.021627656999953615,1.0,0.003221010999993723,1.0
256,2.414742149999995,1.0,0.005419780000011087,0.99609375
252,2.315172791000009,1.0,0.0013577230000123564,1.0
254,0.1640301449999697,1.0,0.0028068960000382503,0.9960629921259843
256,3.954629764999993,1.0,0.003191878999984965,1.0
255,0.8188954149999859,1.0,0.0032995099999766353,0.996078431372549
255,0.7897537069999885,1.0,0.0041029160000221054,1.0
253,3.7753871350000168,1.0,0.0015898730000003525,1.0
255,3.57273890700003,1.0,0.00231702899998254,0.9921568627450981
255,0.4140750960000332,1.0,0.002998774999980469,0.9921568627450981
253,1.086164272000019,1.0,0.0024556199999778983,0.9920948616600791
251,0.02579556099999536,1.0,0.0024897209999608094,1.0
252,2.526119528000038,1.0,0.004232284000011077,1.0
251,1.1907429240000056,1.0,0.0028868229999829964,0.9960159362549801
254,0.5700776599999813,1.0,0.003474068000002717,0.9921259842519685
254,0.7556706290000079,1.0,0.00261356999999407,1.0
255,1.6176233500000308,1.0,0.0012732199999732075,0.996078431372549
255,0.9235556940000151,1.0,0.00159828299996434,0.9921568627450981
255,0.7451196790000267,1.0,0.0015909930000361783,1.0
254,3.8162985610000533,1.0,0.001160168000012618,0.9921259842519685
255,0.8460742190000019,1.0,0.004751736000002893,0.9921568627450981
255,0.26696127900004285,1.0,0.0028426609999883112,1.0
253,2.2791192320000278,1.0,0.0011251580000362083,0.9960474308300395
254,1.6859563730000104,1.0,0.00187472400000388,0.9960629921259843
256,1.6918627020000372,1.0,0.0017546420000371654,1.0
255,3.5625740660000247,1.0,0.002989602000013747,0.9921568627450981
256,12.083934217000035,1.0,0.0027159379999943667,1.0
255,1.6343653669999867,1.0,0.002806948999989345,1.0
255,4.566261726999983,1.0,0.0018080309999959354,0.9921568627450981
254,0.5554168680000089,1.0,0.002643947000024127,0.9960629921259843
254,2.338864851999972,1.0,0.0033749319999856198,0.9960629921259843
251,0.9759729740000012,1.0,0.002428755000039473,0.9960159362549801
253,1.0914569909999727,1.0,0.005466253999998116,0.9960474308300395
255,1.0454116290000002,1.0,0.0037486140000169144,0.996078431372549
256,0.08502941099999362,1.0,0.002342553999994834,0.9921875
254,1.890036848999955,1.0,0.005601323999997021,0.9921259842519685
255,3.0559306549999974,1.0,0.0021300429999655535,1.0
255,0.1100384900000222,1.0,0.00566969499999459,1.0
254,0.9358134670000027,1.0,0.0017261799999914729,1.0
253,1.9420722010000304,1.0,0.00226086300000361,1.0
255,4.413814649000017,1.0,0.000909635999960301,0.9921568627450981
252,2.6698424159999945,1.0,0.002852066000002651,0.9920634920634921
256,4.328424982999991,1.0,0.0018013600000017504,1.0
253,0.0874118840000051,1.0,0.002529154000001199,1.0
255,3.554677181000045,1.0,0.0008003340000186654,0.996078431372549
251,1.317018757000028,1.0,0.0041204739999898266,1.0
256,0.061067356000023665,1.0,0.0008135049999964394,1.0
254,0.2672363539999765,1.0,0.0020995020000214026,1.0
254,3.115083158999994,1.0,0.002957867000020542,1.0
254,1.7361503870000092,1.0,0.0014931079999769281,0.9960629921259843
254,2.5183266620000495,1.0,0.0022274020000168093,1.0
256,0.9863100730000269,1.0,0.0031772480000427095,0.99609375
254,0.12774681199999804,1.0,0.004751105999957872,0.9921259842519685
253,5.805582528999992,1.0,0.002550444000007701,0.9920948616600791
254,0.5889778850000198,1.0,0.002608864000023914,1.0
256,4.9309866619999525,1.0,0.002232241999990947,1.0
255,3.3154075070000317,1.0,0.0010565750000068874,1.0
254,1.4239229249999994,1.0,0.001163305999966724,1.0
255,0.7601609420000273,1.0,0.002381462000016654,1.0
254,3.7463326330000086,1.0,0.0011707259999980124,0.9960629921259843
255,0.40720597199998565,1.0,0.004269532000023446,0.996078431372549
255,0.15484828500001413,1.0,0.0017705989999967642,0.996078431372549
255,1.0582755610000163,1.0,0.001531027999988055,1.0
252,0.4931416399999762,1.0,0.002883665000013025,0.996031746031746
254,0.9581714340000076,1.0,0.0018233989999885125,0.9960629921259843
255,6.44407405000004,1.0,0.004912683999975798,0.996078431372549
250,0.5520124169999576,1.0,0.004707392999989679,0.996
254,0.15518566200000805,1.0,0.002126141000019288,0.9960629921259843
254,0.7072319909999578,1.0,0.0015543780000371044,0.9960629921259843
255,5.2149762419999774,1.0,0.001756268999997701,1.0
255,2.5764990809999517,1.0,0.0025512830000025133,0.996078431372549
255,0.7638127489999533,1.0,0.0026468329999715934,0.996078431372549
253,0.5637954430000036,1.0,0.003186346000006779,0.9960474308300395
255,0.4625735220000138,1.0,0.0007187030000181949,1.0
253,1.0957032530000106,1.0,0.0027277339999614014,0.9960474308300395
255,8.20082327199998,1.0,0.0032297259999722883,0.996078431372549
255,4.6432253509999555,1.0,0.0031955160000052274,0.996078431372549
254,2.39731623199998,1.0,0.0015604870000061055,1.0
254,0.46736929700000474,1.0,0.002808784000023934,0.9960629921259843
255,1.2717641970000386,1.0,0.0037538690000360475,0.996078431372549
255,1.234620537000012,1.0,0.0013054369999849769,1.0
251,1.0778879979999942,1.0,0.0010281149999968875,0.9960159362549801
254,4.908798735000005,1.0,0.0023031109999465116,0.9960629921259843
255,0.025099882000006346,1.0,0.003433426999947642,1.0
254,4.435896847000038,1.0,0.0030384940000089955,0.9960629921259843
254,2.1236714319999805,1.0,0.0017646680000211745,0.9960629921259843
255,0.15910998999999038,1.0,0.00380390800000896,1.0
255,0.5763525149999964,1.0,0.003261936000001242,0.996078431372549
255,1.7532832130000315,1.0,0.002615542999990339,1.0
255,6.633553809000034,1.0,0.0025356719999649613,1.0
255,5.159103294000033,1.0,0.0028676339999833544,0.9921568627450981
